well_id,date,value,aquifer_id
706,1976-04-26 00:00:00,2.3,1
706,1980-06-02 00:00:00,0,1
706,1988-08-05 00:00:00,2.9,1
706,1989-01-25 00:00:00,3.3,1
706,1990-02-21 00:00:00,0,1
706,2004-12-07 00:00:00,8.36,1
2288,1980-03-24 00:00:00,7.3,1
2288,1985-09-17 00:00:00,3.4,1
2288,1990-09-24 00:00:00,1.7,1
2288,1991-09-26 00:00:00,3.55,1
2288,1992-06-02 00:00:00,4.16,1
2288,1993-01-05 00:00:00,4.9,1
2288,1993-02-02 00:00:00,0,1
2288,1993-11-30 00:00:00,3.2,1
2288,1980-06-02 00:00:00,0,1
2288,1988-08-05 00:00:00,3.6,1
2288,1989-01-25 00:00:00,3.8,1
2288,1989-03-02 00:00:00,0.93,1
2288,1989-04-27 00:00:00,0,1
2288,1990-02-21 00:00:00,0,1
2133,1988-08-05 00:00:00,6.5,1
2133,1989-01-25 00:00:00,4.9,1
2133,1989-03-02 00:00:00,0.62,1
2133,1989-04-27 00:00:00,0,1
2133,1990-02-21 00:00:00,0,1
2133,1990-05-18 00:00:00,0,1
706,1991-12-31 00:00:00,0.7,1
2289,2022-06-28 00:00:00,4.11,1
2289,2022-10-04 00:00:00,2.97,1
2289,2022-12-02 00:00:00,3.14,1
2289,2023-10-09 00:00:00,4.72,1
2289,2024-05-09 00:00:00,5.25,1
376,1988-08-05 00:00:00,2.7,1
376,1989-01-25 00:00:00,8.1,1
376,1989-03-02 00:00:00,0.29,1
376,1989-04-27 00:00:00,0,1
376,1990-02-21 00:00:00,0,1
2290,2017-03-11 00:00:00,4.84,1
2290,2023-03-07 00:00:00,2.3,1
2291,2017-04-26 00:00:00,1.76,1
2291,2017-01-11 00:00:00,3.52,1
2291,2018-04-27 00:00:00,4.8,1
2291,2019-07-05 00:00:00,2.2,1
2291,2021-07-01 00:00:00,2.6,1
2291,2022-03-24 00:00:00,1.3,1
2291,2022-06-22 00:00:00,1.8,1
2291,2023-10-23 00:00:00,0,1
2291,2023-01-06 00:00:00,0,1
2291,2023-10-29 00:00:00,0,1
2291,2023-10-23 00:00:00,0,1
2291,2024-04-24 00:00:00,0.23,1
2291,2024-11-20 00:00:00,1.45,1
2291,2025-06-12 00:00:00,1.14,1
541,1976-03-20 00:00:00,0.6,1
2292,1962-04-30 00:00:00,4,1
2292,1982-06-10 00:00:00,0,1
2292,2015-04-23 00:00:00,0,1
2292,2016-06-23 00:00:00,0,1
2292,2017-04-26 00:00:00,0,1
2292,2018-11-15 00:00:00,4.4,1
2292,2021-07-01 00:00:00,4.2,1
2292,2023-01-05 00:00:00,2.2,1
2292,2024-04-24 00:00:00,4.22,1
2292,2025-06-17 00:00:00,3.13,1
2293,1991-12-31 00:00:00,8.95,1
1508,2020-02-17 00:00:00,0.9,1
1508,1980-03-24 00:00:00,4.4,1
1508,1980-06-02 00:00:00,0,1
1508,1982-06-10 00:00:00,0,1
1508,1983-05-03 00:00:00,1.7,1
1508,1984-01-15 00:00:00,2.4,1
1508,1985-09-03 00:00:00,1,1
1508,1987-06-23 00:00:00,1.6,1
1508,1988-08-05 00:00:00,0,1
1508,1989-01-25 00:00:00,0,1
